state_fips,state_name,estimate,n_respondents
01,Alabama,0.5844200604092485,15
02,Alaska,0.6116901212420928,2
04,Arizona,0.6168252742053205,22
05,Arkansas,0.5836671610129253,9
06,California,0.6291417201999568,117
08,Colorado,0.6107841167101702,18
09,Connecticut,0.6069063550660636,8
10,Delaware,0.6060184580155472,3
11,District of Columbia,0.6521837309593536,2
12,Florida,0.618042859108788,67
13,Georgia,0.6203321478682001,32
15,Hawaii,0.6438347057094517,4
16,Idaho,0.5862303552736781,6
17,Illinois,0.6138315749489501,38
18,Indiana,0.5738333963731096,20
19,Iowa,0.5761843438027531,10
20,Kansas,0.5879010714655687,9
21,Kentucky,0.5777120912948799,14
22,Louisiana,0.5995239970784892,14
23,Maine,0.583822778855693,4
24,Maryland,0.6162416114923372,18
25,Massachusetts,0.6053513442135044,21
26,Michigan,0.5888977715975708,30
27,Minnesota,0.5730411080405231,17
28,Mississippi,0.5924032145065873,9
29,Missouri,0.6011070521549012,18
30,Montana,0.5810730290993907,3
31,Nebraska,0.5885979148016226,5
32,Nevada,0.6107719724780394,10
33,New Hampshire,0.6073903171748083,4
34,New Jersey,0.6321671988827614,28
35,New Mexico,0.627216916170684,6
36,New York,0.6699830470804518,58
37,North Carolina,0.5979289070636381,32
38,North Dakota,0.5779750757145676,2
39,Ohio,0.5931854266225826,35
40,Oklahoma,0.5944857696716424,12
41,Oregon,0.6182753390217579,13
42,Pennsylvania,0.6204299213246384,38
44,Rhode Island,0.6149362646719885,3
45,South Carolina,0.6015537618046993,16
46,South Dakota,0.5679867455582558,3
47,Tennessee,0.5869509465372168,20
48,Texas,0.6101369096949332,88
49,Utah,0.6014703125716856,10
50,Vermont,0.6015166164860736,2
51,Virginia,0.6107408375466274,26
53,Washington,0.6028487061195711,22
54,West Virginia,0.5840313407047314,5
55,Wisconsin,0.5906540854842459,18
56,Wyoming,0.5864461153963375,2
