state_fips,state_name,estimate,n_respondents
01,Alabama,0.4891152131666288,15
02,Alaska,0.5674991643310643,2
04,Arizona,0.6226621967258602,22
05,Arkansas,0.43189854222681495,9
06,California,0.6427629156607819,117
08,Colorado,0.640179233219669,18
09,Connecticut,0.5913496935663575,8
10,Delaware,0.6713743887915563,3
11,District of Columbia,0.9349565043363142,2
12,Florida,0.6606673610697085,67
13,Georgia,0.6111525391125444,32
15,Hawaii,0.65574971827546,4
16,Idaho,0.4806779530236145,6
17,Illinois,0.6070698028178162,38
18,Indiana,0.5888640232173535,20
19,Iowa,0.473022975644304,10
20,Kansas,0.5179542872469858,9
21,Kentucky,0.53349457335832,14
22,Louisiana,0.5219420808855996,14
23,Maine,0.6185278694470201,4
24,Maryland,0.602172968627097,18
25,Massachusetts,0.6709913447011896,21
26,Michigan,0.5380787095594246,30
27,Minnesota,0.5491068293970964,17
28,Mississippi,0.4571806465465746,9
29,Missouri,0.5390935752206797,18
30,Montana,0.5021857825027609,3
31,Nebraska,0.48248992100599947,5
32,Nevada,0.6460399588509994,10
33,New Hampshire,0.5759951852467986,4
34,New Jersey,0.7062931372578289,28
35,New Mexico,0.6809567843151888,6
36,New York,0.7874543254383326,58
37,North Carolina,0.5579747626987761,32
38,North Dakota,0.5792029558825564,2
39,Ohio,0.5558439343787093,35
40,Oklahoma,0.48296868872834087,12
41,Oregon,0.636453756120306,13
42,Pennsylvania,0.689091099600014,38
44,Rhode Island,0.5713090429716541,3
45,South Carolina,0.5397935651590883,16
46,South Dakota,0.4175834403980606,3
47,Tennessee,0.505962123379221,20
48,Texas,0.5592541997044722,88
49,Utah,0.5940017855650446,10
50,Vermont,0.6501275755343393,2
51,Virginia,0.5723292532481307,26
53,Washington,0.6324124251123753,22
54,West Virginia,0.5662906129933455,5
55,Wisconsin,0.5248692576389653,18
56,Wyoming,0.6785300673498211,2
