state_fips,state_name,estimate,n_respondents
01,Alabama,0.5258436571861685,15
02,Alaska,0.6123412977549013,2
04,Arizona,0.6375543608026777,22
05,Arkansas,0.5246957191201758,9
06,California,0.7055001493601705,117
08,Colorado,0.6699380192747958,18
09,Connecticut,0.660533954051257,8
10,Delaware,0.6513003877150378,3
11,District of Columbia,0.8841126985679278,2
12,Florida,0.6169481832044318,67
13,Georgia,0.6293700926522301,32
15,Hawaii,0.6993290036620016,4
16,Idaho,0.5294051727239323,6
17,Illinois,0.6654651123780793,38
18,Indiana,0.5539730541927377,20
19,Iowa,0.5608562643909711,10
20,Kansas,0.5683227852462978,9
21,Kentucky,0.5224396676354719,14
22,Louisiana,0.5592258541290905,13
23,Maine,0.6134460826679117,4
24,Maryland,0.7083453930453499,18
25,Massachusetts,0.7016470511959058,21
26,Michigan,0.5956975097472278,30
27,Minnesota,0.6260727080710531,17
28,Mississippi,0.5412737761295014,9
29,Missouri,0.5518655379097154,18
30,Montana,0.563331717507993,3
31,Nebraska,0.5537634888316547,5
32,Nevada,0.6324458628068688,10
33,New Hampshire,0.6055474510780646,4
34,New Jersey,0.6749896335024173,28
35,New Mexico,0.6583438534239359,6
36,New York,0.726595853743117,58
37,North Carolina,0.6140015276025965,32
38,North Dakota,0.5126631849061395,2
39,Ohio,0.5702682794764694,35
40,Oklahoma,0.526138137337813,12
41,Oregon,0.6661998866195222,13
42,Pennsylvania,0.6167380139996667,38
44,Rhode Island,0.6386426636736443,3
45,South Carolina,0.5665847814377352,16
46,South Dakota,0.5201889654975406,3
47,Tennessee,0.5364650588175013,20
48,Texas,0.6243024442327996,88
49,Utah,0.5855560463306156,10
50,Vermont,0.672768792301525,2
51,Virginia,0.6487311789997301,26
53,Washington,0.6814970978311214,22
54,West Virginia,0.48618696113322996,5
55,Wisconsin,0.592384734694485,18
56,Wyoming,0.5118944684169254,2
