state_fips,state_name,estimate,n_respondents
01,Alabama,0.4937077937833151,937
02,Alaska,0.6564736644559127,135
04,Arizona,0.5594451252628312,1615
05,Arkansas,0.5389533840575061,540
06,California,0.6891192544008863,4910
08,Colorado,0.6124225765804964,1038
09,Connecticut,0.6718652878302134,594
10,Delaware,0.7080554086148615,219
11,District of Columbia,0.770640682562659,165
12,Florida,0.5996470380896957,4401
13,Georgia,0.6147166235817857,1974
15,Hawaii,0.706681896273103,208
16,Idaho,0.552518663890741,304
17,Illinois,0.6556456062983139,2213
18,Indiana,0.5687054111457973,1273
19,Iowa,0.6070477720291393,590
20,Kansas,0.5637987636730176,461
21,Kentucky,0.48667970376556385,941
22,Louisiana,0.5315660533144326,706
23,Maine,0.6634750852159093,323
24,Maryland,0.6724605166541141,1012
25,Massachusetts,0.6957706278212248,1089
26,Michigan,0.557468217000619,1942
27,Minnesota,0.5811547174936593,987
28,Mississippi,0.5622567029282299,480
29,Missouri,0.5626854977098954,1289
30,Montana,0.42562284982886134,223
31,Nebraska,0.570107423799709,343
32,Nevada,0.5990120952199454,754
33,New Hampshire,0.6633396212548571,282
34,New Jersey,0.6695866045511698,1562
35,New Mexico,0.5989495239914352,415
36,New York,0.7081414800295557,3692
37,North Carolina,0.5853073806933279,1979
38,North Dakota,0.3320697491522737,128
39,Ohio,0.6017231856923851,2497
40,Oklahoma,0.5797707557735835,681
41,Oregon,0.6375047401049959,960
42,Pennsylvania,0.5868155683544356,3084
44,Rhode Island,0.6899230649925273,197
45,South Carolina,0.5460129706090703,972
46,South Dakota,0.4982946846549677,169
47,Tennessee,0.5372351925280497,1303
48,Texas,0.5795152310664514,4723
49,Utah,0.640063197967257,498
50,Vermont,0.6939266800943926,112
51,Virginia,0.6021780664276549,1638
53,Washington,0.6541479972092599,1270
54,West Virginia,0.5141508902673908,454
55,Wisconsin,0.5639399842826195,1249
56,Wyoming,0.43323969201467927,94
